system:index,NDWI,date,.geo
20241212T054301_20241212T054300_T43REQ_20_0,-0.49391368,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799109488168,31.39897660888161]}"
20241212T054301_20241212T054300_T43REQ_21_0,-0.2555476,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3910452676292,31.39986958669011]}"
20241212T054301_20241212T054300_T43REQ_22_0,-0.5246359,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38756960406478,31.398797432306885]}"
20241212T054301_20241212T054300_T43REQ_23_0,-0.26772487,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39041413776552,31.39987151013896]}"
20241212T054301_20241212T054300_T43REQ_24_0,-0.3449729,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3908423682083,31.401674718590012]}"
20241212T054301_20241212T054300_T43REQ_25_0,-0.49410948,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936411671793,31.400325831711246]}"
20241212T054301_20241212T054300_T43REQ_26_0,-0.3374456,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38905078307947,31.40086813695037]}"
20241212T054301_20241212T054300_T43REQ_27_0,-0.5584416,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38967819225192,31.399963974780853]}"
20241212T054301_20241212T054300_T43REQ_28_0,-0.43250328,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3899941305689,31.400053239793753]}"
20241212T054301_20241212T054300_T43REQ_29_0,-0.2937478,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39051895254012,31.399780965242865]}"
20241212T054301_20241212T054300_T43REQ_30_0,-0.61492044,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38862333408767,31.399245371111665]}"
20241212T054301_20241212T054300_T43REQ_31_0,-0.36413643,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38905041092939,31.400777912411584]}"
20241212T054301_20241212T054300_T43REQ_32_0,-0.48803645,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38852186270844,31.400147935512823]}"
20241212T054301_20241212T054300_T43REQ_33_0,-0.24284667,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031006947612,31.400142504021936]}"
20241212T054301_20241212T054300_T43REQ_34_0,-0.48733234,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38946967809672,31.400415736750187]}"
20241212T054301_20241212T054300_T43REQ_35_0,-0.25776964,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39062264620613,31.39941974664227]}"
20241212T054301_20241212T054300_T43REQ_36_0,-0.28487086,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39041264401716,31.39951061197867]}"
20241212T054301_20241212T054300_T43REQ_37_0,-0.6546132,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799851741051,31.40078110014943]}"
20241212T054301_20241212T054300_T43REQ_38_0,-0.28133282,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39115120422673,31.400049714869933]}"
20241212T054301_20241212T054300_T43REQ_39_0,-0.26850057,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39104676381905,31.400230484802897]}"
20241212T054301_20241212T054300_T43REQ_40_0,-0.26390293,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031044282181,31.400232728556134]}"
20241212T054301_20241212T054300_T43REQ_41_0,-0.513371,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3873610822893,31.3992491909903]}"
20241212T054301_20241212T054300_T43REQ_42_0,-0.68860054,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3876822076431,31.400601605677377]}"
20241212T054301_20241212T054300_T43REQ_43_0,-0.31575722,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38956965015565,31.39915227349165]}"
20241212T054301_20241212T054300_T43REQ_44_0,-0.70791525,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38726033967477,31.40033220362269]}"
20241212T054301_20241212T054300_T43REQ_45_0,-0.51202446,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38883594091182,31.39978608061416]}"
20241212T054301_20241212T054300_T43REQ_46_0,-0.42275536,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38873484289127,31.400778869639097]}"
20241212T054301_20241212T054300_T43REQ_47_0,-0.3393597,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936784122885,31.40122807707162]}"
20241212T054301_20241212T054300_T43REQ_48_0,-0.54477614,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38851851806561,31.399335914475586]}"
20241212T054301_20241212T054300_T43REQ_49_0,-0.20247678,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3902097331732,31.401315743071414]}"
20241212T054301_20241212T054300_T43REQ_50_0,-0.5285935,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915113339412,31.39969489861189]}"
20241212T054301_20241212T054300_T43REQ_51_0,-0.4467433,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904929448915,31.40050723878762]}"
20241212T054301_20241212T054300_T43REQ_52_0,-0.3939394,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020562734798,31.40032327328115]}"
20241212T054301_20241212T054300_T43REQ_53_0,-0.29562983,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39135970950815,31.399597950212858]}"
20241212T054301_20241212T054300_T43REQ_54_0,-0.20535117,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39010417007896,31.401225838668502]}"
20241212T054301_20241212T054300_T43REQ_55_0,-0.4478138,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915448353002,31.40050691954255]}"
20241212T054301_20241212T054300_T43REQ_56_0,-0.27731094,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39136195558372,31.400139297376985]}"
20241212T054301_20241212T054300_T43REQ_57_0,-0.5415188,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904668952047,31.39987566695371]}"
20241212T054301_20241212T054300_T43REQ_58_0,-0.37833595,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031118951826,31.40041317762068]}"
20241212T054301_20241212T054300_T43REQ_59_0,-0.20829406,2024-12-12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020898664444,31.401135294030116]}"
20241217T054139_20241217T054942_T43REQ_0_0,-0.5077346,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38831297115634,31.400509471086675]}"
20241217T054139_20241217T054942_T43REQ_1_0,-0.39371803,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20241217T054139_20241217T054942_T43REQ_2_0,-0.50442475,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38852000455684,31.39969681272711]}"
20241217T054139_20241217T054942_T43REQ_3_0,-0.4969102,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904743378889,31.400056116055488]}"
20241217T054139_20241217T054942_T43REQ_4_0,-0.23472916,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38988558564554,31.39924153880646]}"
20241217T054139_20241217T054942_T43REQ_5_0,-0.52091,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38767738689063,31.399428686334442]}"
20241217T054139_20241217T054942_T43REQ_6_0,-0.35938254,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38999711495343,31.400775036068804]}"
20241217T054139_20241217T054942_T43REQ_7_0,-0.3454816,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38947265851037,31.40113753302947]}"
20241217T054139_20241217T054942_T43REQ_8_0,-0.3848889,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39009931909163,31.400052919777625]}"
20241217T054139_20241217T054942_T43REQ_9_0,-0.39371803,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20241217T054139_20241217T054942_T43REQ_10_0,-0.37692308,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936858615111,31.401408526128385]}"
20241217T054139_20241217T054942_T43REQ_11_0,-0.3625322,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38947154084269,31.40086685943431]}"
20241217T054139_20241217T054942_T43REQ_12_0,-0.5268817,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915150562475,31.399785123164843]}"
20241217T054139_20241217T054942_T43REQ_13_0,-0.36304763,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38788479451281,31.398706253420798]}"
20241217T054139_20241217T054942_T43REQ_14_0,-0.5473684,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38894150118222,31.399875986104615]}"
20241217T054139_20241217T054942_T43REQ_15_0,-0.24013841,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39009521463133,31.399060449778577]}"
20241217T054139_20241217T054942_T43REQ_16_0,-0.5006906,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38820852478413,31.40069023874324]}"
20241217T054139_20241217T054942_T43REQ_17_0,-0.38131043,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3897900920429,31.40158769659236]}"
20241217T054139_20241217T054942_T43REQ_18_0,-0.2897959,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39051969962223,31.399961414315648]}"
20241217T054139_20241217T054942_T43REQ_19_0,-0.48671955,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3884140733637,31.39951668231881]}"
20241217T054139_20241217T054942_T43REQ_20_0,-0.5183811,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799109488168,31.39897660888161]}"
20241217T054139_20241217T054942_T43REQ_21_0,-0.28090683,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3910452676292,31.39986958669011]}"
20241217T054139_20241217T054942_T43REQ_22_0,-0.5771695,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38756960406478,31.398797432306885]}"
20241217T054139_20241217T054942_T43REQ_23_0,-0.2753312,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39041413776552,31.39987151013896]}"
20241217T054139_20241217T054942_T43REQ_24_0,-0.3797016,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3908423682083,31.401674718590012]}"
20241217T054139_20241217T054942_T43REQ_25_0,-0.5110671,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936411671793,31.400325831711246]}"
20241217T054139_20241217T054942_T43REQ_26_0,-0.39907345,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38905078307947,31.40086813695037]}"
20241217T054139_20241217T054942_T43REQ_27_0,-0.5161797,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38967819225192,31.399963974780853]}"
20241217T054139_20241217T054942_T43REQ_28_0,-0.46067417,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3899941305689,31.400053239793753]}"
20241217T054139_20241217T054942_T43REQ_29_0,-0.30646282,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39051895254012,31.399780965242865]}"
20241217T054139_20241217T054942_T43REQ_30_0,-0.6208897,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38862333408767,31.399245371111665]}"
20241217T054139_20241217T054942_T43REQ_31_0,-0.39023557,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38905041092939,31.400777912411584]}"
20241217T054139_20241217T054942_T43REQ_32_0,-0.53174883,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38852186270844,31.400147935512823]}"
20241217T054139_20241217T054942_T43REQ_33_0,-0.25477478,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031006947612,31.400142504021936]}"
20241217T054139_20241217T054942_T43REQ_34_0,-0.49391246,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38946967809672,31.400415736750187]}"
20241217T054139_20241217T054942_T43REQ_35_0,-0.28509405,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39062264620613,31.39941974664227]}"
20241217T054139_20241217T054942_T43REQ_36_0,-0.29046243,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39041264401716,31.39951061197867]}"
20241217T054139_20241217T054942_T43REQ_37_0,-0.63823134,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799851741051,31.40078110014943]}"
20241217T054139_20241217T054942_T43REQ_38_0,-0.29816514,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39115120422673,31.400049714869933]}"
20241217T054139_20241217T054942_T43REQ_39_0,-0.283914,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39104676381905,31.400230484802897]}"
20241217T054139_20241217T054942_T43REQ_40_0,-0.2825789,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031044282181,31.400232728556134]}"
20241217T054139_20241217T054942_T43REQ_41_0,-0.5281356,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3873610822893,31.3992491909903]}"
20241217T054139_20241217T054942_T43REQ_42_0,-0.6853764,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3876822076431,31.400601605677377]}"
20241217T054139_20241217T054942_T43REQ_43_0,-0.31428573,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38956965015565,31.39915227349165]}"
20241217T054139_20241217T054942_T43REQ_44_0,-0.70068026,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38726033967477,31.40033220362269]}"
20241217T054139_20241217T054942_T43REQ_45_0,-0.50414413,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38883594091182,31.39978608061416]}"
20241217T054139_20241217T054942_T43REQ_46_0,-0.4439523,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38873484289127,31.400778869639097]}"
20241217T054139_20241217T054942_T43REQ_47_0,-0.37905654,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936784122885,31.40122807707162]}"
20241217T054139_20241217T054942_T43REQ_48_0,-0.5587376,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38851851806561,31.399335914475586]}"
20241217T054139_20241217T054942_T43REQ_49_0,-0.24079916,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3902097331732,31.401315743071414]}"
20241217T054139_20241217T054942_T43REQ_50_0,-0.5379538,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915113339412,31.39969489861189]}"
20241217T054139_20241217T054942_T43REQ_51_0,-0.47098136,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904929448915,31.40050723878762]}"
20241217T054139_20241217T054942_T43REQ_52_0,-0.42874542,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020562734798,31.40032327328115]}"
20241217T054139_20241217T054942_T43REQ_53_0,-0.32361516,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39135970950815,31.399597950212858]}"
20241217T054139_20241217T054942_T43REQ_54_0,-0.26463965,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39010417007896,31.401225838668502]}"
20241217T054139_20241217T054942_T43REQ_55_0,-0.49382305,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915448353002,31.40050691954255]}"
20241217T054139_20241217T054942_T43REQ_56_0,-0.30399105,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39136195558372,31.400139297376985]}"
20241217T054139_20241217T054942_T43REQ_57_0,-0.5420045,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904668952047,31.39987566695371]}"
20241217T054139_20241217T054942_T43REQ_58_0,-0.38934168,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031118951826,31.40041317762068]}"
20241217T054139_20241217T054942_T43REQ_59_0,-0.2580645,2024-12-17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020898664444,31.401135294030116]}"
20241222T054241_20241222T054239_T43REQ_0_0,-0.4819952,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38831297115634,31.400509471086675]}"
20241222T054241_20241222T054239_T43REQ_1_0,-0.35628226,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20241222T054241_20241222T054239_T43REQ_2_0,-0.47980797,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38852000455684,31.39969681272711]}"
20241222T054241_20241222T054239_T43REQ_3_0,-0.47263682,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904743378889,31.400056116055488]}"
20241222T054241_20241222T054239_T43REQ_4_0,-0.20031796,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38988558564554,31.39924153880646]}"
20241222T054241_20241222T054239_T43REQ_5_0,-0.4913607,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38767738689063,31.399428686334442]}"
20241222T054241_20241222T054239_T43REQ_6_0,-0.3866171,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38999711495343,31.400775036068804]}"
20241222T054241_20241222T054239_T43REQ_7_0,-0.35884058,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38947265851037,31.40113753302947]}"
20241222T054241_20241222T054239_T43REQ_8_0,-0.33482894,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39009931909163,31.400052919777625]}"
20241222T054241_20241222T054239_T43REQ_9_0,-0.35628226,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20241222T054241_20241222T054239_T43REQ_10_0,-0.35639757,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936858615111,31.401408526128385]}"
20241222T054241_20241222T054239_T43REQ_11_0,-0.3371494,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38947154084269,31.40086685943431]}"
20241222T054241_20241222T054239_T43REQ_12_0,-0.45454547,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915150562475,31.399785123164843]}"
20241222T054241_20241222T054239_T43REQ_13_0,-0.30412033,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38788479451281,31.398706253420798]}"
20241222T054241_20241222T054239_T43REQ_14_0,-0.51713556,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38894150118222,31.399875986104615]}"
20241222T054241_20241222T054239_T43REQ_15_0,-0.22096774,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39009521463133,31.399060449778577]}"
20241222T054241_20241222T054239_T43REQ_16_0,-0.4472084,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38820852478413,31.40069023874324]}"
20241222T054241_20241222T054239_T43REQ_17_0,-0.3784091,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3897900920429,31.40158769659236]}"
20241222T054241_20241222T054239_T43REQ_18_0,-0.24590164,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39051969962223,31.399961414315648]}"
20241222T054241_20241222T054239_T43REQ_19_0,-0.4763201,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3884140733637,31.39951668231881]}"
20241222T054241_20241222T054239_T43REQ_20_0,-0.4780771,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799109488168,31.39897660888161]}"
20241222T054241_20241222T054239_T43REQ_21_0,-0.23366013,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3910452676292,31.39986958669011]}"
20241222T054241_20241222T054239_T43REQ_22_0,-0.54022986,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38756960406478,31.398797432306885]}"
20241222T054241_20241222T054239_T43REQ_23_0,-0.20862202,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39041413776552,31.39987151013896]}"
20241222T054241_20241222T054239_T43REQ_24_0,-0.34496433,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3908423682083,31.401674718590012]}"
20241222T054241_20241222T054239_T43REQ_25_0,-0.48092425,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936411671793,31.400325831711246]}"
20241222T054241_20241222T054239_T43REQ_26_0,-0.35951328,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38905078307947,31.40086813695037]}"
20241222T054241_20241222T054239_T43REQ_27_0,-0.48629224,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38967819225192,31.399963974780853]}"
20241222T054241_20241222T054239_T43REQ_28_0,-0.40095088,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3899941305689,31.400053239793753]}"
20241222T054241_20241222T054239_T43REQ_29_0,-0.24340618,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39051895254012,31.399780965242865]}"
20241222T054241_20241222T054239_T43REQ_30_0,-0.54986763,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38862333408767,31.399245371111665]}"
20241222T054241_20241222T054239_T43REQ_31_0,-0.3633738,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38905041092939,31.400777912411584]}"
20241222T054241_20241222T054239_T43REQ_32_0,-0.48200655,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38852186270844,31.400147935512823]}"
20241222T054241_20241222T054239_T43REQ_33_0,-0.24538673,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031006947612,31.400142504021936]}"
20241222T054241_20241222T054239_T43REQ_34_0,-0.4603683,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38946967809672,31.400415736750187]}"
20241222T054241_20241222T054239_T43REQ_35_0,-0.20340294,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39062264620613,31.39941974664227]}"
20241222T054241_20241222T054239_T43REQ_36_0,-0.21800947,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39041264401716,31.39951061197867]}"
20241222T054241_20241222T054239_T43REQ_37_0,-0.5364017,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799851741051,31.40078110014943]}"
20241222T054241_20241222T054239_T43REQ_38_0,-0.26493508,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39115120422673,31.400049714869933]}"
20241222T054241_20241222T054239_T43REQ_39_0,-0.25795972,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39104676381905,31.400230484802897]}"
20241222T054241_20241222T054239_T43REQ_40_0,-0.24199553,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031044282181,31.400232728556134]}"
20241222T054241_20241222T054239_T43REQ_41_0,-0.5080888,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3873610822893,31.3992491909903]}"
20241222T054241_20241222T054239_T43REQ_42_0,-0.5937378,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3876822076431,31.400601605677377]}"
20241222T054241_20241222T054239_T43REQ_43_0,-0.28873643,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38956965015565,31.39915227349165]}"
20241222T054241_20241222T054239_T43REQ_44_0,-0.59690523,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38726033967477,31.40033220362269]}"
20241222T054241_20241222T054239_T43REQ_45_0,-0.49276203,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38883594091182,31.39978608061416]}"
20241222T054241_20241222T054239_T43REQ_46_0,-0.41097423,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38873484289127,31.400778869639097]}"
20241222T054241_20241222T054239_T43REQ_47_0,-0.37632018,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936784122885,31.40122807707162]}"
20241222T054241_20241222T054239_T43REQ_48_0,-0.5475471,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38851851806561,31.399335914475586]}"
20241222T054241_20241222T054239_T43REQ_49_0,-0.23582925,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3902097331732,31.401315743071414]}"
20241222T054241_20241222T054239_T43REQ_50_0,-0.5218659,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915113339412,31.39969489861189]}"
20241222T054241_20241222T054239_T43REQ_51_0,-0.46214688,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904929448915,31.40050723878762]}"
20241222T054241_20241222T054239_T43REQ_52_0,-0.37446353,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020562734798,31.40032327328115]}"
20241222T054241_20241222T054239_T43REQ_53_0,-0.2574103,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39135970950815,31.399597950212858]}"
20241222T054241_20241222T054239_T43REQ_54_0,-0.20201294,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39010417007896,31.401225838668502]}"
20241222T054241_20241222T054239_T43REQ_55_0,-0.4738562,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915448353002,31.40050691954255]}"
20241222T054241_20241222T054239_T43REQ_56_0,-0.29048842,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39136195558372,31.400139297376985]}"
20241222T054241_20241222T054239_T43REQ_57_0,-0.5144628,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904668952047,31.39987566695371]}"
20241222T054241_20241222T054239_T43REQ_58_0,-0.33370474,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031118951826,31.40041317762068]}"
20241222T054241_20241222T054239_T43REQ_59_0,-0.21726409,2024-12-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020898664444,31.401135294030116]}"
20250126T054019_20250126T054157_T43REQ_0_0,-0.7167838,2025-01-26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38831297115634,31.400509471086675]}"
20250126T054019_20250126T054157_T43REQ_1_0,-0.76521736,2025-01-26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20250126T054019_20250126T054157_T43REQ_2_0,-0.7285836,2025-01-26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38852000455684,31.39969681272711]}"
20250126T054019_20250126T054157_T43REQ_3_0,-0.71707153,2025-01-26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904743378889,31.400056116055488]}"
